SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4227 Maher St,Napa,CA,94558,1200000,4,2.5,Napa,2163,5218,1993,44,555,,Active,,,https://www.redfin.com/CA/Napa/4227-Maher-St-94558/home/12193412,BAREIS,323904846,N,Y,38.3339261,-122.3249433
MLS Listing,,Single Family Residential,1154 Ragatz Ln,Napa,CA,94558,2295000,3,2.0,Napa,1860,59242,1963,44,1234,,Active,,,https://www.redfin.com/CA/Napa/1154-Ragatz-Ln-94558/home/12202477,BAREIS,323051141,N,Y,38.3822364,-122.335507
MLS Listing,,Single Family Residential,139 Terrazzo Ln,American Canyon,CA,94503,1025000,4,3.5,American Canyon,2999,6499,2006,44,342,,Active,,,https://www.redfin.com/CA/American-Canyon/139-Terrazzo-Ln-94503/home/12224519,BAREIS,323900690,N,Y,38.1752728,-122.2489177
MLS Listing,,Single Family Residential,1124 Hudson Ave,St. Helena,CA,94574,1595000,3,2.0,St. Helena,1443,6483,1960,44,1105,,Active,,,https://www.redfin.com/CA/Saint-Helena/1124-Hudson-Ave-94574/home/12194553,BAREIS,323900385,N,Y,38.4969204,-122.470806
MLS Listing,,Vacant Land,5266 Old Sonoma Rd,Napa,CA,94559,2995000,,,Napa,,333670,,45,,,Active,,,https://www.redfin.com/CA/Napa/5266-Old-Sonoma-Rd-94559/home/12214118,BAREIS,323904716,N,Y,38.2577643,-122.3363195
MLS Listing,,Vacant Land,3571 Highway 128 Hwy,Calistoga,CA,94515,10500000,,,Calistoga,,6521803,,45,,,Active,,,https://www.redfin.com/CA/Calistoga/3571-State-Highway-128-94515/home/51573785,BAREIS,323904678,N,Y,38.6019918,-122.6279949
MLS Listing,,Single Family Residential,120 Viola Way,Angwin,CA,94508,790000,2,2.0,Angwin,2000,,1987,45,395,,Active,,,https://www.redfin.com/CA/Angwin/120-Viola-Way-94508/home/12199440,BAREIS,323904272,N,Y,38.5735216,-122.447321
MLS Listing,,Mobile/Manufactured Home,106 Ivy Ln,Calistoga,CA,94515,329999,3,2.0,Calistoga,1632,,2005,46,202,,Active,,,https://www.redfin.com/CA/Calistoga/106-Ivy-Ln-94515/home/17547060,BAREIS,323904253,N,Y,38.5820924,-122.5715561
MLS Listing,,Mobile/Manufactured Home,6468 Washington St #123,Yountville,CA,94599,349000,2,2.0,Rancho de Napa,1300,,1985,47,268,,Active,,,https://www.redfin.com/CA/Yountville/6468-Washington-St-94599/unit-123/home/12223050,BAREIS,323052729,N,Y,38.400443,-122.355254
MLS Listing,,Single Family Residential,3062 Soda Canyon Rd,Napa,CA,94558,1790000,5,4.0,Napa,3396,115870,1982,47,527,,Active,,,https://www.redfin.com/CA/Napa/3062-Soda-Canyon-Rd-94558/home/12200732,BAREIS,323049129,N,Y,38.4306728,-122.300808
MLS Listing,,Single Family Residential,54 El Monte Way,Napa,CA,94558,1450000,4,2.0,Oak Grove,1914,20020,1988,47,758,,Active,,,https://www.redfin.com/CA/Napa/54-El-Monte-Way-94558/home/12212210,BAREIS,323900288,N,Y,38.2970387,-122.264569
MLS Listing,,Vacant Land,1113 Rimrock Dr,Napa,CA,94558,198000,,,Napa,,10890,,47,,,Active,,,https://www.redfin.com/CA/Napa/1113-Rimrock-Dr-94558/home/12198163,BAREIS,323900415,N,Y,38.5083597,-122.1900587
MLS Listing,,Single Family Residential,154 Berryessa Dr,Napa,CA,94558,549000,3,2.0,Napa,2325,9670,1965,47,236,,Active,,,https://www.redfin.com/CA/Napa/154-Berryessa-Dr-94558/home/12197978,BAREIS,323900388,N,Y,38.6079385,-122.279456
MLS Listing,,Mobile/Manufactured Home,211 Champagne,Calistoga,CA,94515,189000,2,2.0,Chateau Calistoga,1800,,1977,47,105,,Active,,,https://www.redfin.com/CA/Calistoga/211-Champagne-W-94515/home/187126285,BAREIS,323900280,N,Y,38.5802271,-122.5712322
MLS Listing,,Mobile/Manufactured Home,315 Chablis S,Calistoga,CA,94515,320000,3,2.0,Chateau Calistoga,1640,,2005,47,195,,Active,,,https://www.redfin.com/CA/Calistoga/315-Chablis-S-94515/home/12225063,BAREIS,323900667,N,Y,38.580125,-122.570627
MLS Listing,,Vacant Land,1075 Rimrock Dr,Napa,CA,94558,105000,,,Berryessa Highlands,,18557,,47,,,Active,,,https://www.redfin.com/CA/Napa/1075-Rimrock-Dr-94558/home/12198136,BAREIS,323900950,N,Y,38.5097967,-122.1909677
MLS Listing,,Single Family Residential,4040 Spring Mountain Rd,St. Helena,CA,94574,5750000,4,4.5,St. Helena,4500,1742400,,47,1278,,Active,,,https://www.redfin.com/CA/Saint-Helena/4040-Spring-Mountain-Rd-94574/home/12198544,BAREIS,323053878,N,Y,38.5286543,-122.5479245
MLS Listing,,Single Family Residential,1421 Cedar St,Calistoga,CA,94515,1388000,4,1.5,Calistoga,2088,8830,1925,47,665,,Active,,,https://www.redfin.com/CA/Calistoga/1421-Cedar-St-94515/home/12195946,San Francisco MLS,323900622,N,Y,38.5776422,-122.5829256
MLS Listing,,Vacant Land,1128 Bennett Ln,Calistoga,CA,94515,1950000,,,Calistoga,,456509,,47,,,Active,,,https://www.redfin.com/CA/Calistoga/1128-Bennett-Ln-94515/home/12197631,BAREIS,323900153,N,Y,38.6008369,-122.6206439
MLS Listing,,Single Family Residential,127 Entrada Cir,American Canyon,CA,94503,799900,5,3.0,American Canyon,3024,6499,2002,47,265,,Active,,,https://www.redfin.com/CA/American-Canyon/127-Entrada-Cir-94503/home/12221541,BAREIS,323900897,N,Y,38.1611209,-122.2504348
MLS Listing,,Condo/Co-op,1314 Mckinstry St #2083,Napa,CA,94559,795000,1,1.0,Napa,723,732,2008,47,1100,915,Active,,,https://www.redfin.com/CA/Napa/1314-McKinstry-St-94559/unit-2083/home/12224878,BAREIS,323900356,N,Y,38.3041226,-122.2836655
MLS Listing,,Single Family Residential,106 Woodland Dr,Napa,CA,94558,1645000,3,2.5,Napa,2314,16988,1966,48,711,,Active,,,https://www.redfin.com/CA/Napa/106-Woodland-Dr-94558/home/12216488,BAREIS,323900249,N,Y,38.3197733,-122.2713481
MLS Listing,,Single Family Residential,3901 Lassen St,Napa,CA,94558,785000,3,2.0,Napa,1382,5998,1962,48,568,,Active,,,https://www.redfin.com/CA/Napa/3901-Lassen-St-94558/home/12203782,BAREIS,323900413,N,Y,38.3311896,-122.3136969
MLS Listing,,Single Family Residential,4183 Burgundy Way,Napa,CA,94558,945000,4,2.5,Napa,2102,6556,1973,48,450,,Active,,,https://www.redfin.com/CA/Napa/4183-Burgundy-Way-94558/home/12191933,BAREIS,323900053,N,Y,38.3266541,-122.3342902
MLS Listing,,Single Family Residential,1051 Monticello Rd,Napa,CA,94558,1100000,3,2.0,Napa,1437,19319,1956,48,765,,Active,,,https://www.redfin.com/CA/Napa/1051-Monticello-Rd-94558/home/12214600,BAREIS,323900156,N,Y,38.3269196,-122.2722786
MLS Listing,,Single Family Residential,1621 Hillview Pl,St. Helena,CA,94574,2675000,4,3.5,St. Helena,2452,7118,1935,48,1091,,Active,,,https://www.redfin.com/CA/Saint-Helena/1621-Hillview-Pl-94574/home/12193919,BAREIS,323900585,N,Y,38.5038882,-122.4774372
MLS Listing,,Single Family Residential,11 Kevin Ln,American Canyon,CA,94503,680000,3,2.5,Chesapeake,2037,3960,2001,48,334,145,Active,,,https://www.redfin.com/CA/American-Canyon/11-Kevin-Ln-94503/home/12220945,BAREIS,323900738,N,Y,38.1594456,-122.2408608
MLS Listing,,Single Family Residential,3342 Macleod St,Napa,CA,94558,810000,3,2.0,Napa,1125,6029,1961,48,720,,Active,,,https://www.redfin.com/CA/Napa/3342-Macleod-St-94558/home/12207388,BAREIS,323052451,N,Y,38.3179039,-122.3221558
MLS Listing,,Vacant Land,1698 D St,Napa,CA,94559,2400000,,,Napa,57934,57934,,48,41,,Active,,,https://www.redfin.com/CA/Napa/1698-D-St-94559/home/22606219,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037122,N,Y,38.301864,-122.300548
MLS Listing,,Single Family Residential,1413 Washington St,Calistoga,CA,94515,749000,1,1.0,Calistoga,840,3973,2000,48,892,,Active,,,https://www.redfin.com/CA/Calistoga/1413-Washington-St-94515/home/12195898,BAREIS,323900312,N,Y,38.5793982,-122.5817889
MLS Listing,,Single Family Residential,1200 Loma Vista Dr,Napa,CA,94558,14000000,5,7.5,Napa,6276,1497157,2022,48,2231,,Active,,,https://www.redfin.com/CA/Napa/1200-Loma-Vista-Dr-94558/home/12205758,BAREIS,323900475,N,Y,38.3819941,-122.2892022
MLS Listing,,Single Family Residential,1263 Carrell Ln,Napa,CA,94558,2400000,4,3.0,Napa,3330,18526,1964,50,721,,Active,,,https://www.redfin.com/CA/Napa/1263-Carrell-Ln-94558/home/12201353,BAREIS,323024622,N,Y,38.3665059,-122.3419717
MLS Listing,,Vacant Land,630 Sunnyside Rd,St. Helena,CA,94574,295000,,,St. Helena,7103,7103,,64,42,,Active,,,https://www.redfin.com/CA/Saint-Helena/630-Sunnyside-Rd-94574/home/12198851,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41035377,N,Y,38.5380905,-122.471801
MLS Listing,,Single Family Residential,3577 Cascade St,Napa,CA,94558,885000,3,2.0,Bel Aire,1441,6721,1972,65,614,,Active,,,https://www.redfin.com/CA/Napa/3577-Cascade-St-94558/home/12204113,BAREIS,323053180,N,Y,38.3265281,-122.3021133
MLS Listing,,Townhouse,6600 Yount St #40,Yountville,CA,94599,899000,2,1.0,Hopper Creek Village,1056,536,1989,67,851,770,Active,,,https://www.redfin.com/CA/Yountville/6600-Yount-St-94599/unit-40/home/12202832,BAREIS,323053562,N,Y,38.4048687,-122.3625348
MLS Listing,,Single Family Residential,2529 Vine Hill Ct,Napa,CA,94558,915000,5,2.5,Napa,1759,5911,1973,68,520,,Active,,,https://www.redfin.com/CA/Napa/2529-Vine-Hill-Ct-94558/home/12192012,MetroList,323045184,N,Y,38.3274242,-122.3334923
MLS Listing,,Single Family Residential,2225 1st Ave,Napa,CA,94558,4820000,5,6.5,Napa,4652,435600,1978,69,1036,,Active,,,https://www.redfin.com/CA/Napa/2225-1st-Ave-94558/home/12215884,BAREIS,323053479,N,Y,38.317242,-122.2561155
MLS Listing,,Vacant Land,253 Sugarloaf Dr,Napa,CA,94558,87500,,,Spanish Flat Woodlan,,23087,,69,,,Active,,,https://www.redfin.com/CA/Napa/253-Sugarloaf-Dr-94558/home/174357893,BAREIS,323053960,N,Y,38.528629,-122.224322
MLS Listing,,Single Family Residential,2543 Pinot Way,St. Helena,CA,94574,2145000,3,2.0,St. Helena,1671,10968,1979,69,1284,,Active,October-15-2023 01:00 PM,October-15-2023 03:00 PM,https://www.redfin.com/CA/Saint-Helena/2543-Pinot-Way-94574/home/12194749,BAREIS,323054022,N,Y,38.4941404,-122.4774588
MLS Listing,,Vacant Land,259 Sugarloaf Dr,Napa,CA,94558,87500,,,Spanish Flat Woodlan,,16117,,69,,,Active,,,https://www.redfin.com/CA/Napa/259-Sugarloaf-Dr-94558/home/167117944,BAREIS,323053961,N,Y,38.5285787,-122.2247252
MLS Listing,,Single Family Residential,216 Knoll Pl,St. Helena,CA,94574,2075000,4,2.5,St. Helena,2369,16553,1987,69,876,147,Active,,,https://www.redfin.com/CA/Saint-Helena/216-Knoll-Pl-94574/home/12199894,BAREIS,323053939,N,Y,38.5213708,-122.4689707
MLS Listing,,Single Family Residential,1069 Shadybrook Ln,Napa,CA,94558,595000,4,3.5,Napa,3936,80150,1984,69,151,,Active,,,https://www.redfin.com/CA/Napa/1069-Shadybrook-Ln-94558/home/12216350,BAREIS,323053620,N,Y,38.2951462,-122.2197848
MLS Listing,,Single Family Residential,3800 Silverado Trl N,St. Helena,CA,94574,5995000,4,4.5,St. Helena,5372,146797,2007,70,1116,,Active,,,https://www.redfin.com/CA/Saint-Helena/3800-Silverado-Trl-N-94574/home/12198639,BAREIS,323051531,N,Y,38.557465,-122.504253
MLS Listing,,Mobile/Manufactured Home,703 Claret South,Calistoga,CA,94515,239000,2,2.0,Chateau Calistoga,1440,,1977,70,166,,Active,,,https://www.redfin.com/CA/Calistoga/703-Claret-S-94515/home/186301366,BAREIS,323053510,N,Y,38.578868,-122.568652
MLS Listing,,Vacant Land,1741 Pine St,Napa,CA,94559,725000,,,Napa,,16553,,70,,,Active,,,https://www.redfin.com/CA/Napa/1741-Pine-St-94559/home/143292436,BAREIS,323052938,N,Y,38.290731,-122.292631
MLS Listing,,Single Family Residential,20 Lupine Hill Rd,Napa,CA,94558,4750000,3,3.0,Napa,4091,540144,1979,70,1161,,Active,,,https://www.redfin.com/CA/Napa/20-Lupine-Hill-Rd-94558/home/12216108,BAREIS,323052070,N,Y,38.314772,-122.253826
MLS Listing,,Single Family Residential,1211 Niebaum Ln,Rutherford,CA,94573,3500000,2,3.5,Rutherford,2507,28636,1990,70,1396,,Active,,,https://www.redfin.com/CA/Rutherford/1211-Niebaum-Ln-94573/home/12200091,BAREIS,323052803,N,Y,38.455879,-122.422772
MLS Listing,,Single Family Residential,1254 Carrell Ln,Napa,CA,94558,1290000,3,2.0,Napa,1300,18570,1969,71,992,,Active,,,https://www.redfin.com/CA/Napa/1254-Carrell-Ln-94558/home/12201356,BAREIS,323052863,N,Y,38.3670037,-122.3417946
MLS Listing,,Single Family Residential,4113 Casper Way,Napa,CA,94558,1750000,3,3.5,Napa,2935,8032,2011,71,596,245,Active,,,https://www.redfin.com/CA/Napa/4113-Casper-Way-94558/home/22603928,BAREIS,323052692,N,Y,38.3067439,-122.3461442
MLS Listing,,Vacant Land,0 State Highway 128 Hwy,Napa,CA,94558,450000,,,Napa,,1824728,,71,,,Active,,,https://www.redfin.com/CA/Napa/0-State-Highway-128-HWY-94558/home/184803104,BAREIS,323047780,N,Y,38.3170536,-122.3019206
MLS Listing,,Vacant Land,3567 State Highway 128,Calistoga,CA,94515,10500000,,,Calistoga,,6521803,,72,,,Active,,,https://www.redfin.com/CA/Calistoga/3567-California-128-94515/home/186266163,BAREIS,323051086,N,Y,38.59842,-122.634654
MLS Listing,,Mobile/Manufactured Home,150 Silverado Trl #20,Napa,CA,94559,80000,2,1.5,Silverado Pines,984,,1973,72,81,,Active,,,https://www.redfin.com/CA/Napa/150-Silverado-Trl-94559/unit-20/home/22203551,BAREIS,323051996,N,Y,38.2890924,-122.2728878
MLS Listing,,Condo/Co-op,302 Underhill Dr,Napa,CA,94558,575000,2,1.5,Napa,1201,1428,1990,73,479,200,Active,,,https://www.redfin.com/CA/Napa/302-Underhill-Dr-94558/home/12190108,BAREIS,323052663,N,Y,38.2863255,-122.3047415
MLS Listing,,Single Family Residential,1117 3rd Ave,Napa,CA,94558,3550000,3,4.0,Napa,3055,78408,1979,73,1162,,Active,,,https://www.redfin.com/CA/Napa/1117-3rd-Ave-94558/home/12216414,BAREIS,323049218,N,Y,38.2996286,-122.2408829
MLS Listing,,Mobile/Manufactured Home,110 Champagne Dr,Yountville,CA,94599,274000,2,2.0,Bella Vista,1120,,1969,73,245,,Active,,,https://www.redfin.com/CA/Yountville/110-Champagne-Dr-94599/home/186256400,BAREIS,323050898,N,Y,38.3976396,-122.3551876
MLS Listing,,Single Family Residential,1916 N Kelly Rd,Napa,CA,94558,4950000,3,2.0,Napa,2024,217800,1962,75,2446,,Active,,,https://www.redfin.com/CA/Napa/1916-N-Kelly-Rd-94558/home/17246675,BAREIS,323050974,N,Y,38.233358,-122.2576099
MLS Listing,,Mobile/Manufactured Home,3130 Jefferson St #79,Napa,CA,94558,198000,4,1.5,Miller,800,,1964,75,248,,Active,,,https://www.redfin.com/CA/Napa/3130-Jefferson-St-94558/unit-79/home/186244417,BAREIS,323052332,N,Y,38.3172815,-122.297652
MLS Listing,,Single Family Residential,807 Deer Park Rd,St. Helena,CA,94574,1070000,3,2.0,St. Helena,1600,22833,1981,75,669,,Active,,,https://www.redfin.com/CA/Saint-Helena/807-Deer-Park-Rd-94574/home/12198724,BAREIS,323052088,N,Y,38.544537,-122.4697668
MLS Listing,,Vacant Land,4920 Dry Creek Rd,Napa,CA,94558,1895000,,,Napa,,2790889,,75,,,Active,,,https://www.redfin.com/CA/Napa/4920-Dry-Creek-Rd-94558/home/21822685,BAREIS,323050664,N,Y,38.377169,-122.378463
MLS Listing,,Single Family Residential,1121 Valley View St,St. Helena,CA,94574,1299000,3,2.0,St. Helena,1270,6734,1965,75,1023,,Active,October-15-2023 12:00 PM,October-15-2023 02:00 PM,https://www.redfin.com/CA/Saint-Helena/1121-Valley-View-St-94574/home/12194635,BAREIS,323051943,N,Y,38.4955676,-122.4731498
MLS Listing,,Mobile/Manufactured Home,61 Iris Dr,Calistoga,CA,94515,349000,3,2.0,Calistoga Springs Mobile Home Park,1800,,2005,75,194,,Active,,,https://www.redfin.com/CA/Calistoga/61-Iris-Dr-94515/home/12224659,BAREIS,323051434,N,Y,38.5829205,-122.5723809
MLS Listing,,Single Family Residential,2505 Redwood Rd,Napa,CA,94558,849000,3,2.0,Napa,1215,6142,1960,76,699,,Active,,,https://www.redfin.com/CA/Napa/2505-Redwood-Rd-94558/home/12207313,BAREIS,323050274,N,Y,38.3184702,-122.3231797
MLS Listing,,Single Family Residential,140 Marcus Rd,American Canyon,CA,94503,689990,4,3.0,Watson Ranch,1859,3690,2023,77,371,140,Active,October-12-2023 12:00 PM,October-12-2023 03:00 PM,https://www.redfin.com/CA/American-Canyon/140-Marcus-RD-94503/home/184811646,MetroList,323051741,N,Y,38.1749178,-122.2608044
MLS Listing,,Single Family Residential,3393 Crystal Ct,Napa,CA,94558,1290000,3,2.5,Napa,2357,10650,1986,77,547,,Active,October-15-2023 01:00 PM,October-15-2023 03:00 PM,https://www.redfin.com/CA/Napa/3393-Crystal-Ct-94558/home/12207294,BAREIS,323051642,N,Y,38.3175913,-122.3268942
MLS Listing,,Single Family Residential,1050 Round Hill Cir,Napa,CA,94558,1249999,4,3.0,NAPA,2470,7745,1975,79,506,,Active,,,https://www.redfin.com/CA/Napa/1050-Round-Hill-Cir-94558/home/12215378,MLSListings,ML81935985,N,Y,38.3035667,-122.3378286
MLS Listing,,Vacant Land,1011 Deputy Dr,Pope Valley,CA,94567,70000,,,Pope Valley,,13939,,81,,,Active,,,https://www.redfin.com/CA/Pope-Valley/1011-Deputy-Dr-94567/home/179807131,BAREIS,323050929,N,Y,38.703428,-122.37603
MLS Listing,,Vacant Land,0 Country Club Ln #263,Napa,CA,94558,45000,,,Circle Oaks,,9827,,81,,38,Active,,,https://www.redfin.com/CA/Napa/0-Country-Club-Ln-94558/unit-263/home/186185638,BAREIS,323050906,N,Y,38.4069044,-122.2049813
MLS Listing,,Condo/Co-op,157 Vineyard Cir,Yountville,CA,94599,815000,2,2.0,Yountville,1154,1481,1977,81,706,695,Active,,,https://www.redfin.com/CA/Yountville/157-Vineyard-Cir-94599/home/12202646,BAREIS,323047697,N,Y,38.4067541,-122.3589064
MLS Listing,,Single Family Residential,516 Sanitarium Rd,St. Helena,CA,94574,875000,2,1.0,St. Helena,816,25265,1948,82,1072,,Active,,,https://www.redfin.com/CA/Saint-Helena/516-Sanitarium-Rd-94574/home/12198832,BAREIS,323050776,N,Y,38.5360203,-122.4754493
MLS Listing,,Vacant Land,16 Live Oak Rd,Napa,CA,94558,102000,,,Spanish Flat Woodlands,,28236,,82,,,Active,,,https://www.redfin.com/CA/Napa/16-Live-Oak-Rd-94558/home/12198065,BAREIS,323050392,N,Y,38.5272533,-122.2210482
MLS Listing,,Single Family Residential,3225 Lake County Hwy,Calistoga,CA,94515,1800000,3,3.0,Calistoga,3038,1581664,1959,83,592,,Active,,,https://www.redfin.com/CA/Calistoga/3225-Lake-County-Hwy-94515/home/12197661,BAREIS,323049509,N,Y,38.60942,-122.598139
MLS Listing,,Single Family Residential,1503 Tainter St,St. Helena,CA,94574,1750000,2,1.0,St. Helena,1029,5746,1899,83,1701,,Active,,,https://www.redfin.com/CA/Saint-Helena/1503-Tainter-St-94574/home/12194038,BAREIS,323047426,N,Y,38.5020638,-122.471204
MLS Listing,,Condo/Co-op,1600 Atlas Peak Rd #270,Napa,CA,94558,895000,1,1.0,Napa,676,671,1968,83,1324,578,Active,,,https://www.redfin.com/CA/Napa/1600-Atlas-Peak-Rd-94558/unit-270/home/12219381,BAREIS,323047645,N,Y,38.3486798,-122.2646984
MLS Listing,,Single Family Residential,2176 N Monticello Rd,Napa,CA,94558,1875000,4,2.0,Napa,2665,143748,1880,83,704,,Active,,,https://www.redfin.com/CA/Napa/2176-Monticello-Rd-94558/home/12220057,BAREIS,323042447,N,Y,38.3449477,-122.2547041
MLS Listing,,Single Family Residential,720 Seminary St,Napa,CA,94559,2650000,3,3.5,Napa,3148,7083,1852,84,842,,Active,,,https://www.redfin.com/CA/Napa/720-Seminary-St-94559/home/12187749,BAREIS,323049007,N,Y,38.2950041,-122.2911968
MLS Listing,,Vacant Land,0 Westridge,Napa,CA,94558,49000,,,Napa,10169,10169,,86,5,,Active,,,https://www.redfin.com/CA/Unknown/Westridge-Dr-94558/home/17546679,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033327,N,Y,38.3396,-122.2992
MLS Listing,,Single Family Residential,1902 Cinnabar Ct,Calistoga,CA,94515,799000,3,2.0,Palisades,1318,5645,1993,88,606,,Active,,,https://www.redfin.com/CA/Calistoga/1902-Cinnabar-Ct-94515/home/12197266,BAREIS,323047331,N,Y,38.5896374,-122.5802045
MLS Listing,,Vacant Land,4640 Redwood Rd,Napa,CA,94558,199000,,,Napa,,103237,,89,,,Active,,,https://www.redfin.com/CA/Napa/4640-Redwood-Rd-94558/home/12201275,BAREIS,323048746,N,Y,38.34574,-122.403094
MLS Listing,,Single Family Residential,350 White Cottage Rd N,Angwin,CA,94508,699000,2,3.0,Angwin,878,20469,1940,89,796,,Active,,,https://www.redfin.com/CA/Angwin/350-White-Cottage-Rd-N-94508/home/12199276,BAREIS,323046222,N,Y,38.5792751,-122.4517884
MLS Listing,,Single Family Residential,618 Chaparral Cir,Napa,CA,94558,5590000,5,5.0,Silverado Highlands,6264,52272,2023,90,892,483,Active,October-15-2023 01:00 PM,October-15-2023 04:00 PM,https://www.redfin.com/CA/Napa/618-Chaparral-Cir-94558/home/12219859,BAREIS,323000427,N,Y,38.3584393,-122.2540893
MLS Listing,,Vacant Land,0 Capell Valley Cross Rd,Napa,CA,94558,439000,,,Napa,,87120,,91,,,Active,,,https://www.redfin.com/CA/Unknown/Capell-Valley-Cross-Rd-94558/home/184807417,BAREIS,323045221,N,Y,38.4710538,-122.2286497
MLS Listing,,Single Family Residential,1071 Steele Canyon Rd,Napa,CA,94558,1725000,3,2.5,Oakridge Estates,3089,486130,2000,91,558,91,Active,,,https://www.redfin.com/CA/Napa/1071-Steele-Canyon-Rd-94558/home/12198406,BAREIS,323046850,N,Y,38.5202035,-122.1866888
MLS Listing,,Vacant Land,0 Arrowhead Mountain Rd,Sonoma,CA,95476,3500000,,,Sonoma,,2581801,,92,,,Active,,,https://www.redfin.com/CA/Sonoma/Arrowhead-Mountain-Rd-95476/home/184805814,BAREIS,323032551,N,Y,38.2724931,-122.3945936
MLS Listing,,Vacant Land,1008 3rd Ave,Napa,CA,94558,995000,,,Napa,,25982,,92,,,Active,,,https://www.redfin.com/CA/Napa/1008-3rd-Ave-94558/home/12216244,BAREIS,323039392,N,Y,38.2952914,-122.2424784
MLS Listing,,Single Family Residential,1176 Loma Vista Dr,Napa,CA,94558,3850000,2,3.0,Napa,1856,258746,1906,92,2074,,Active,,,https://www.redfin.com/CA/Napa/1176-Loma-Vista-Dr-94558/home/12205759,BAREIS,323038573,N,Y,38.380535,-122.288863
MLS Listing,,Vacant Land,1776 Monticello Rd,Napa,CA,94558,2500000,,,Napa,,176854,,92,,,Active,,,https://www.redfin.com/CA/Napa/1776-Monticello-Rd-94558/home/12205648,BAREIS,323046223,N,Y,38.3357111,-122.2636385
MLS Listing,,Vacant Land,4250 Silverado Trl,Napa,CA,94558,7900000,,,Napa,,908662,,93,,,Active,,,https://www.redfin.com/CA/Napa/4250-Silverado-Trl-94558/home/12205683,BAREIS,323042804,N,Y,38.3262379,-122.276358
MLS Listing,,Single Family Residential,12 Bryan Ave,Napa,CA,94558,569000,2,1.0,Napa,747,5675,1941,95,762,,Active,,,https://www.redfin.com/CA/Napa/12-Bryan-Ave-94558/home/12188082,CRMLS,LC23120639,N,Y,38.2978547,-122.3090908
MLS Listing,,Single Family Residential,1671 Sulphur Springs Ave,St. Helena,CA,94574,2995000,3,3.0,St. Helena,2265,11705,1968,96,1322,,Active,,,https://www.redfin.com/CA/Saint-Helena/1671-Sulphur-Springs-Ave-94574/home/12200230,BAREIS,323045153,N,Y,38.4899486,-122.4608554
MLS Listing,,Single Family Residential,4405 Silverado Trl,Calistoga,CA,94515,1495000,3,2.0,Calistoga,1292,51401,1954,96,1157,,Active,,,https://www.redfin.com/CA/Calistoga/4405-Silverado-Trl-94515/home/12198584,BAREIS,323046579,N,Y,38.57608,-122.5355284
MLS Listing,,Mobile/Manufactured Home,313 Mark Way,Napa,CA,94558,284000,2,2.0,Napa Valley Sun Community,1040,,1982,96,273,,Active,,,https://www.redfin.com/CA/Napa/313-Mark-Way-94558/home/109571858,BAREIS,323045994,N,Y,38.3482538,-122.3330495
MLS Listing,,Single Family Residential,5238 Silverado Trl,Napa,CA,94558,4450000,5,4.0,Napa,3900,116741,1987,97,1141,,Active,,,https://www.redfin.com/CA/Napa/5238-Silverado-Trl-94558/home/12205714,BAREIS,323045052,N,Y,38.379473,-122.3084758
MLS Listing,,Vacant Land,139 Oak St,St. Helena,CA,94574,329000,,,St. Helena,,46666,,97,,,Active,,,https://www.redfin.com/CA/Saint-Helena/139-Oak-St-94574/home/12198739,BAREIS,323043833,N,Y,38.5430489,-122.4681858
MLS Listing,,Condo/Co-op,117 Milliken Creek Dr,Napa,CA,94558,2095000,4,3.5,Milliken Creek Cluster Homes,2698,1394,1969,98,777,856,Active,October-15-2023 12:00 PM,October-15-2023 03:00 PM,https://www.redfin.com/CA/Napa/117-Milliken-Creek-Dr-94558/home/12219192,BAREIS,323045385,N,Y,38.3572578,-122.2612457
MLS Listing,,Single Family Residential,1023 Congress Valley Rd,Napa,CA,94558,7600000,4,6.5,Napa,3846,49223,2023,98,1976,,Active,,,https://www.redfin.com/CA/Napa/1023-Congress-Valley-Rd-94558/home/12214067,BAREIS,323044453,N,Y,38.2840175,-122.3244365
MLS Listing,,Single Family Residential,204 Auberge Path #10,Napa,CA,94559,6645000,4,4.5,Stanley Ranch,3217,,,99,2066,1228,Active,,,https://www.redfin.com/CA/Napa/204-Auberge-Path-94559/unit-10/home/179112306,San Francisco MLS,323045652,N,Y,38.2437179,-122.3042703
MLS Listing,,Single Family Residential,1527 Juanita St,Napa,CA,94559,850000,4,2.0,Napa,1521,7022,1974,99,559,,Active,,,https://www.redfin.com/CA/Napa/1527-Juanita-St-94559/home/12213804,BAREIS,323044268,N,Y,38.2859813,-122.2561196
MLS Listing,,Mobile/Manufactured Home,2412 Foothill Blvd #71,Calistoga,CA,94515,160000,2,2.0,Rancho de Calistoga,1248,,1972,100,128,,Active,,,https://www.redfin.com/CA/Calistoga/2412-Foothill-Blvd-94515/unit-71/home/186004938,BAREIS,323045506,N,Y,38.5829825,-122.5903698
